symbol,name,sector,market_cap
HCC,Hindustan Construction Company Limited,Industrials,72559263744.0
HCG,Healthcare Global Enterprises Limited,Healthcare,92328493056.0
HCL-INSYS,HCL Infosystems Limited,Technology,4101955584.0
HCLTECH,HCL Technologies Limited,Technology,3011247865856.0
HDBFS,HDB Financial Services Limited,Financial Services,606863818752.0
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,1154148859904.0
HDFCBANK,HDFC Bank Limited,Financial Services,12161164247040.0
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,1300989214720.0
HEADSUP,Heads UP Ventures Limited,Consumer Cyclical,156786512.0
HEALTHX,Health X Platform Limited,Healthcare,10120510464.0
HECPROJECT,HEC Infra Projects Limited,Industrials,1511706496.0
HEG,HEG Limited,Industrials,102403530752.0
HEIDELBERG,HeidelbergCement India Limited,Basic Materials,35145986048.0
HEMIPROP,Hemisphere Properties India Limited,Real Estate,39686512640.0
HERANBA,Heranba Industries Limited,Basic Materials,7815430656.0
HERITGFOOD,Heritage Foods Limited,Consumer Defensive,30873229312.0
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,997783502848.0
HESTERBIO,Hester Biosciences Limited,Healthcare,18332293120.0
HEXAGON,Hexagon Nutrition Limited,Consumer Defensive,
HEXATRADEX,Hexa Tradex Limited,Financial Services,9005438976.0
HEXT,Hexaware Technologies Limited,Technology,301681278976.0
HFCL,HFCL Limited,Technology,314928267264.0
HGINFRA,H.G. Infra Engineering Limited,Industrials,38007791616.0
HGM,HandsOn Global Management (HGM) Limited,Technology,673956928.0
HGS,Hinduja Global Solutions Limited,Industrials,20103741440.0
HIKAL,Hikal Limited,Healthcare,27537989632.0
HILINFRA,Highway Infrastructure Limited,Industrials,3434701056.0
HILTON,Hilton Metal Forging Limited,Industrials,1302103680.0
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,10955925504.0
HINDALCO,Hindalco Industries Limited,Basic Materials,2216698576896.0
HINDCOMPOS,Hindustan Composites Limited,Consumer Cyclical,6257625600.0
HINDCON,Hindcon Chemicals Limited,Basic Materials,1090360192.0
HINDCOPPER,Hindustan Copper Limited,Basic Materials,490281172992.0
HINDOILEXP,Hindustan Oil Exploration Company Limited,Energy,21783113728.0
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,844532744192.0
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,5112710823936.0
HINDWAREAP,Hindware Home Innovation Limited,Consumer Cyclical,20875622400.0
HINDZINC,Hindustan Zinc Limited,Basic Materials,2350544846848.0
HIRECT,Hind Rectifiers Limited,Industrials,39562448896.0
HISARMETAL,Hisar Metal Industries Limited,Basic Materials,863459968.0
HITECH,Hi-Tech Pipes Limited,Basic Materials,19255445504.0
HITECHCORP,Hitech Corporation Limited,Consumer Cyclical,5341642752.0
HITECHGEAR,The Hi-Tech Gears Limited,Consumer Cyclical,10911857664.0
HLEGLAS,HLE Glascoat Limited,Industrials,27260983296.0
HLVLTD,HLV LIMITED,Consumer Cyclical,5267486720.0
HMAAGRO,HMA Agro Industries Limited,Consumer Defensive,10961849344.0
HMVL,Hindustan Media Ventures Limited,Communication Services,6427401216.0
HNDFDS,Hindustan Foods Limited,Industrials,66154835968.0
HOMEFIRST,Home First Finance Company India Limited,Financial Services,119984504832.0
HONASA,Honasa Consumer Limited,Consumer Defensive,136604147712.0
HONAUT,Honeywell Automation India Limited,Industrials,342304325632.0
HONDAPOWER,Honda India Power Products Limited,Industrials,23305734144.0
HPAL,HP Adhesives Limited,Basic Materials,3362615296.0
HPIL,Hindprakash Industries Limited,Basic Materials,1530716544.0
HPL,HPL Electric & Power Limited,Industrials,25543368704.0
HSCL,Himadri Speciality Chemical Limited,Basic Materials,329087254528.0
HTMEDIA,HT Media Limited,Communication Services,5315734528.0
HUBTOWN,Hubtown Limited,Real Estate,29416255488.0
HUDCO,Housing & Urban Development Corporation Limited,Financial Services,424222654464.0
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,14743392256.0
HYBRIDFIN,Hybrid Financial Services Limited,Financial Services,708825536.0
HYUNDAI,Hyundai Motor India Limited,Consumer Cyclical,1608587673600.0
IBULLSLTD,Indiabulls Limited,Real Estate,60216766464.0
ICDSLTD,ICDS Limited,Real Estate,548424064.0
ICEMAKE,Ice Make Refrigeration Limited,Industrials,11987865600.0
ICICIAMC,ICICI Prudential Asset Management Company Limited,Financial Services,1692538896384.0
ICICIBANK,ICICI Bank Limited,Financial Services,9768984903680.0
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,929608433664.0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,741765808128.0
ICIL,Indo Count Industries Limited,Consumer Cyclical,77597687808.0
ICRA,ICRA Limited,Financial Services,50568560640.0
IDBI,IDBI Bank Limited,Financial Services,932985896960.0
IDEA,Vodafone Idea Limited,Communication Services,1609977430016.0
IDEAFORGE,Ideaforge Technology Limited,Technology,38318923776.0
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,685095976960.0
IEX,Indian Energy Exchange Limited,Financial Services,112683237376.0
IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,8542804992.0
IFBIND,IFB Industries Limited,Consumer Cyclical,51552067584.0
IFCI,IFCI Limited,Financial Services,223143100416.0
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,13983253504.0
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,15396019200.0
IGCL,Indogulf Cropsciences Limited,Basic Materials,3930003456.0
IGIL,International Gemological Institute Limited,Basic Materials,155577483264.0
IGL,Indraprastha Gas Limited,Utilities,237762265088.0
IGPL,IG Petrochemicals Limited,Basic Materials,13910034432.0
IIFL,IIFL Finance Limited,Financial Services,229623087104.0
IIFLCAPS,IIFL Capital Services Limited,Financial Services,107635220480.0
IITL,Industrial Investment Trust Limited,Financial Services,2955758336.0
IKIO,IKIO Technologies Limited,Technology,12619938816.0
IKS,Inventurus Knowledge Solutions Limited,Healthcare,288024133632.0
IMAGICAA,Imagicaaworld Entertainment Limited,Communication Services,26935003136.0
IMFA,Indian Metals & Ferro Alloys Limited,Basic Materials,76469157888.0
IMPAL,India Motor Parts and Accessories Limited,Consumer Cyclical,14007552000.0
INA,Insolation Energy Limited,Technology,26462742528.0
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,Basic Materials,1626910976.0
INDBANK,Indbank Merchant Banking Services Limited,Financial Services,1526610176.0
INDGN,Indegene Limited,Healthcare,130372034560.0
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,1033340649472.0
INDIACEM,The India Cements Limited,Basic Materials,176827121664.0
INDIAGLYCO,India Glycols Limited,Basic Materials,64412721152.0
INDIAMART,Indiamart Intermesh Limited,Communication Services,121654484992.0
INDIANB,Indian Bank,Financial Services,1158927876096.0
INDIANCARD,Indian Card Clothing Company Limited,Consumer Cyclical,1307046400.0
INDIANHUME,Indian Hume Pipe Company Limited,Industrials,17379715072.0
INDIASHLTR,India Shelter Finance Corporation Limited,Financial Services,84765351936.0
INDIGO,InterGlobe Aviation Limited,Industrials,1942258057216.0
INDIGOPNTS,Indigo Paints Limited,Basic Materials,48598188032.0
INDIQUBE,Indiqube Spaces Limited,Real Estate,36569591808.0
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,21131804672.0
INDOAMIN,Indo Amines Limited,Basic Materials,10162983936.0
INDOBORAX,Indo Borax & Chemicals Limited,Basic Materials,11995241472.0
INDOCO,Indoco Remedies Limited,Healthcare,22167775232.0
INDOFARM,Indo Farm Equipment Limited,Industrials,7277414912.0
INDORAMA,Indo Rama Synthetics (India) Limited,Consumer Cyclical,12073872384.0
INDOSTAR,IndoStar Capital Finance Limited,Financial Services,39547932672.0
INDOTECH,Indo Tech Transformers Limited,Industrials,29810339840.0
INDOTHAI,Indo Thai Securities Limited,Financial Services,29350670336.0
INDOUS,Indo Us Biotech Limited,Basic Materials,1828541952.0
INDOWIND,Indowind Energy Limited,Utilities,1474779904.0
INDPRUD,Industrial & Prudential Investment Company Limited,,
INDRAMEDCO,Indraprastha Medical Corporation Limited,Healthcare,37402583040.0
INDSWFTLAB,Ind-Swift Laboratories Limited,Healthcare,17354919936.0
INDTERRAIN,Indian Terrain Fashions Limited,Consumer Cyclical,1708503680.0
INDUSINDBK,IndusInd Bank Limited,Financial Services,714698457088.0
INDUSTOWER,Indus Towers Limited,Communication Services,1081907150848.0
INFOBEAN,InfoBeans Technologies Limited,Technology,15092706304.0
INFOMEDIA,Infomedia Press Limited,Financial Services,300161152.0
INFY,Infosys Limited,Technology,4193879851008.0
INGERRAND,Ingersoll Rand (India) Limited,Industrials,147845562368.0
INNOVACAP,Innova Captab Limited,Healthcare,54246371328.0
INNOVANA,Innovana Thinklabs Limited,Technology,6500668928.0
INNOVISION,Innovision Limited,Industrials,7058259968.0
INOXGREEN,Inox Green Energy Services Limited,Utilities,81904377856.0
INOXINDIA,INOX India Limited,Industrials,186319323136.0
INOXWIND,Inox Wind Limited,Industrials,159948423168.0
INSECTICID,Insecticides (India) Limited,Basic Materials,20109514752.0
INSPIRISYS,Inspirisys Solutions Limited,Technology,4357855744.0
INTELLECT,Intellect Design Arena Limited,Technology,103777533952.0
INTENTECH,Intense Technologies Limited,Technology,2422053632.0
INTERARCH,Interarch Building Solutions Limited,Industrials,31697125376.0
INTLCONV,International Conveyors Limited,Industrials,5355690496.0
INVENTURE,Inventure Growth & Securities Limited,Financial Services,1018500032.0
INVPRECQ,Investment & Precision Castings Limited,,
IOB,Indian Overseas Bank,Financial Services,676098867200.0
IOC,Indian Oil Corporation Limited,Energy,2048991821824.0
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,39282790400.0
IONEXCHANG,ION Exchange (India) Limited,Industrials,48926318592.0
IPCALAB,IPCA Laboratories Limited,Healthcare,412675276800.0
IPL,India Pesticides Limited,Basic Materials,19525971968.0
IRB,IRB Infrastructure Developers Limited,Industrials,263421181952.0
IRCON,Ircon International Limited,Industrials,130261426176.0
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Consumer Cyclical,416639975424.0
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,365846200320.0
IRFC,Indian Railway Finance Corporation Limited,Financial Services,1309595009024.0
IRIS,IRIS RegTech Solutions Limited,Technology,5663467008.0
IRISDOREME,Iris Clothings Limited,Consumer Cyclical,6924423168.0
IRMENERGY,IRM Energy Limited,Utilities,11463862272.0
ISFT,Intrasoft Technologies Limited,Consumer Cyclical,1321572096.0
ISGEC,Isgec Heavy Engineering Limited,Industrials,70294216704.0
ISHANCH,Ishan Dyes and Chemicals Limited,Basic Materials,1629267200.0
ITC,ITC Limited,Consumer Defensive,3662363492352.0
ITCHOTELS,ITC Hotels Limited,Consumer Cyclical,378914209792.0
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,52803932160.0
ITI,ITI Limited,Technology,297713827840.0
IVALUE,Ivalue Infosolutions Limited,Technology,15405766656.0
IVC,IL&FS Investment Managers Limited,Financial Services,2697541376.0
IVP,IVP Limited,Basic Materials,1639810560.0
IWP,The Indian Wood Products Company Limited,,
IXIGO,Le Travenues Technology Limited,Consumer Cyclical,86180937728.0
IZMO,IZMO Limited,Technology,15343373312.0
J&KBANK,The Jammu & Kashmir Bank Limited,Financial Services,178776981504.0
JAGRAN,Jagran Prakashan Limited,Communication Services,14326003712.0
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,14918976512.0
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,66192961536.0
JAICORPLTD,Jai Corp Limited,Basic Materials,21392304128.0
JAINREC,Jain Resource Recycling Limited,Basic Materials,129735016448.0
JAIPURKURT,Nandani Creation Limited,Consumer Cyclical,483324960.0
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,53897994240.0
JARO,Jaro Institute of Technology Management and Research Limited,Consumer Defensive,11714224128.0
JASH,Jash Engineering Limited,Industrials,35484778496.0
JAYAGROGN,Jayant Agro Organics Limited,Basic Materials,6447300096.0
JAYBARMARU,Jay Bharat Maruti Limited,Consumer Cyclical,18235795456.0
JAYKAY,Jaykay Enterprises Limited,Industrials,24211245056.0
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,84816699392.0
JAYSREETEA,Jayshree Tea & Industries Limited,Consumer Defensive,2628428800.0
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Healthcare,362621829120.0
JBMA,JBM Auto Limited,Consumer Cyclical,170074865664.0
JETFREIGHT,Jet Freight Logistics Limited,Industrials,1030628032.0
JGCHEM,J.G.Chemicals Limited,Basic Materials,17316321280.0
JHS,JHS Svendgaard Laboratories Limited,Consumer Defensive,690505600.0
JINDALPHOT,Jindal Photo Limited,Financial Services,11459020800.0
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,28526848000.0
JINDALSAW,Jindal Saw Limited,Basic Materials,162689024000.0
JINDALSTEL,JINDAL STEEL LIMITED,Basic Materials,1141214674944.0
JINDRILL,Jindal Drilling And Industries Limited,Energy,16780059648.0
JINDWORLD,Jindal Worldwide Limited,Consumer Cyclical,31291207680.0
JIOFIN,Jio Financial Services Limited,Financial Services,1609053503488.0
JISLDVREQS,Jain Irrigation Systems Limited,Industrials,19071266816.0
JISLJALEQS,Jain Irrigation Systems Limited,Industrials,27293917184.0
JITFINFRA,JITF Infralogistics Limited,Industrials,8157071360.0
JKCEMENT,JK Cement Limited,Basic Materials,422232326144.0
JKIL,J.Kumar Infraprojects Limited,Industrials,38816403456.0
JKIPL,Jinkushal Industries Limited,Industrials,4273513472.0
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,75349458944.0
JKPAPER,JK Paper Limited,Basic Materials,62845087744.0
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,118703202304.0
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,88959983616.0
JMA,Jullundur Motor Agency (Delhi) Limited,Consumer Cyclical,2124217984.0
JMFINANCIL,JM Financial Limited,Financial Services,122810253312.0
JNKINDIA,JNK India Limited,Industrials,27699986432.0
JOCIL,Jocil Limited,Basic Materials,1324623488.0
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services,11737619456.0
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,125418291200.0
JSFB,Jana Small Finance Bank Limited,Financial Services,48567488512.0
JSL,Jindal Stainless Limited,Basic Materials,581090607104.0
JSLL,Jeena Sikho Lifecare Limited,Healthcare,73132326912.0
JSWCEMENT,JSW Cement Limited,Basic Materials,177179770880.0
JSWDULUX,JSW Dulux Limited,,148006010880.0
JSWENERGY,JSW Energy Limited,Utilities,1064522219520.0
JSWHL,JSW Holdings Limited,Industrials,138896949248.0
JSWINFRA,JSW Infrastructure Limited,Industrials,654636548096.0
JSWSTEEL,JSW Steel Limited,Basic Materials,3114495115264.0
JTEKTINDIA,Jtekt India Limited,Consumer Cyclical,37759262720.0
JTLIND,JTL INDUSTRIES LIMITED,Basic Materials,31249989632.0
JUBLCPL,Jubilant Agri and Consumer Products Limited,Basic Materials,28813979648.0
JUBLFOOD,Jubilant Foodworks Limited,Consumer Cyclical,287338004480.0
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,103186046976.0
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,157674422272.0
JUNIPER,Juniper Hotels Limited,Consumer Cyclical,45693087744.0
JUSTDIAL,Just Dial Limited,Communication Services,46908792832.0
JWL,Jupiter Wagons Limited,Industrials,120518451200.0
JYOTHYLAB,Jyothy Labs Limited,Consumer Defensive,75003559936.0
JYOTICNC,Jyoti CNC Automation Limited,Industrials,172955271168.0
JYOTISTRUC,Jyoti Structures Limited,Industrials,14598460416.0
KABRAEXTRU,Kabra Extrusion Technik Limited,Industrials,8524978176.0
KAJARIACER,Kajaria Ceramics Limited,Industrials,185233670144.0
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Basic Materials,956184512.0
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,16208496640.0
KALPATARU,Kalpataru Limited,Real Estate,66355785728.0
KALYANI,Kalyani Commercials Limited,Consumer Cyclical,138090000.0
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,2265382656.0
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,394868228096.0
KAMAHOLD,Kama Holdings Limited,,
KAMATHOTEL,Kamat Hotels (I) Limited,Consumer Cyclical,5291673088.0
KAMDHENU,Kamdhenu Limited,Basic Materials,8188701184.0
KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,1746989952.0
KANANIIND,Kanani Industries Limited,Consumer Cyclical,316588800.0
KANCHI,Kanchi Karpooram Limited,,
KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,5679696384.0
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,4586379264.0
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,175167569920.0
KAPSTON,Kapston Services Limited,Industrials,10512798720.0
KARMAENG,Karma Energy Limited,Utilities,475060864.0
KARURVYSYA,Karur Vysya Bank Limited,Financial Services,285104275456.0
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrials,290897024.0
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,Technology,4149776128.0
KAYA,Kaya Limited,Consumer Defensive,3967762944.0
KAYNES,Kaynes Technology India Limited,Technology,218559791104.0
KCP,KCP Limited,Basic Materials,22677231616.0
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Consumer Defensive,2516502016.0
KDDL,KDDL Limited,Consumer Cyclical,38484447232.0
KEC,KEC International Limited,Industrials,145544855552.0
KECL,Kirloskar Electric Company Limited,Industrials,7083060736.0
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,305195680.0
KEI,KEI Industries Limited,Industrials,540334555136.0
KELLTONTEC,Kellton Tech Solutions Limited,Technology,8438706176.0
KENNAMET,Kennametal India Limited,Industrials,68477599744.0
KERNEX,Kernex Microsystems (India) Limited,Technology,32620871680.0
KESORAMIND,Kesoram Industries Limited,Basic Materials,3668937728.0
KEYFINSERV,Keynote Financial Services Limited,Financial Services,1403070848.0
KFINTECH,Kfin Technologies Limited,Technology,155432534016.0
KHADIM,Khadim India Limited,Consumer Cyclical,1984865280.0
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Basic Materials,5575909376.0
KHAITANLTD,Khaitan (India) Limited,Industrials,672803008.0
KHANDSE,Khandwala Securities Limited,Financial Services,269839808.0
KICL,Kalyani Investment Company Limited,Financial Services,23854215168.0
KILITCH,Kilitch Drugs (India) Limited,Healthcare,6865402368.0
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,325072879616.0
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,68630970368.0
KIOCL,KIOCL Limited,Basic Materials,245896101888.0
KIRANVYPAR,Kiran Vyapar Limited,,
KIRIINDUS,Kiri Industries Limited,Basic Materials,26213828608.0
KIRLFER,Kirloskar Ferrous Industries Limited,Industrials,81184497664.0
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,165488214016.0
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,377566232576.0
KIRLOSIND,Kirloskar Industries Limited,Industrials,47649361920.0
KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,134226944000.0
KISSHT,OnEMI Technology Solutions Limited,Financial Services,48480989184.0
KITEX,Kitex Garments Limited,Consumer Cyclical,32676104192.0
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,30630797312.0
KLBRENG-B,Kilburn Engineering Limited,,
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,57820090368.0
KMSUGAR,K.M.Sugar Mills Limited,Consumer Defensive,2471124480.0
KNAGRI,KN Agri Resources Limited,Consumer Defensive,5279769600.0
KNRCON,KNR Constructions Limited,Industrials,39325032448.0
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,967566912.0
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,9220929536.0
KOLTEPATIL,Kolte - Patil Developers Limited,Real Estate,33250603008.0
KOPRAN,Kopran Limited,Healthcare,10007191552.0
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,4008425553920.0
KOTARISUG,Kothari Sugars And Chemicals Limited,Consumer Defensive,2121947776.0
KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,7293423104.0
KOTHARIPRO,Kothari Products Limited,Industrials,4350041600.0
KOTIC,Kothari Industrial Corporation Limited,,
KOTYARK,Kotyark Industries Limited,Basic Materials,4716572672.0
KOVAI,Kovai Medical Center & Hospital Limited,Healthcare,66786095104.0
KPEL,K.P. Energy Limited,Industrials,23617466368.0
KPIGREEN,KPI Green Energy Limited,Utilities,79997845504.0
KPIL,Kalpataru Projects International Limited,Industrials,250386694144.0
KPITTECH,KPIT Technologies Limited,Technology,204714885120.0
KPL,Kwality Pharmaceuticals Limited,,
KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,391263551488.0
KRBL,KRBL Limited,Consumer Defensive,90251280384.0
KREBSBIO,Krebs Biochemicals and Industries Limited,Healthcare,1385267712.0
KRIDHANINF,Kridhan Infra Limited,Basic Materials,298737632.0
KRISHANA,Krishana Phoschem Limited,Basic Materials,42410643456.0
KRISHIVAL,Krishival Foods Limited,Consumer Defensive,10366647296.0
KRISHNADEF,Krishna Defence And Allied Industries Limited,Industrials,19054198784.0
KRITI,Kriti Industries (India) Limited,Industrials,3815190528.0
KRITIKA,Kritika Wires Limited,Basic Materials,1579040384.0
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,4348985856.0
KRN,KRN Heat Exchanger and Refrigeration Limited,Technology,79217860608.0
KRONOX,Kronox Lab Sciences Limited,Basic Materials,5546677248.0
KROSS,Kross Limited,Consumer Cyclical,12627720192.0
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,17641771008.0
KRYSTAL,Krystal Integrated Services Limited,Industrials,8485864960.0
KSB,Ksb Limited,Industrials,167251689472.0
KSCL,Kaveri Seed Company Limited,Basic Materials,48539865088.0
KSHINTL,KSH International Limited,Industrials,57870139392.0
KSHITIJPOL,Kshitij Polyline Limited,Industrials,428092288.0
KSL,Kalyani Steels Limited,Basic Materials,36181835776.0
KSOLVES,Ksolves India Limited,Technology,6902636544.0
KSR,KSR Footwear Limited,Consumer Cyclical,624681216.0
KTKBANK,The Karnataka Bank Limited,Financial Services,103338115072.0
KUANTUM,Kuantum Papers Limited,Basic Materials,6632908800.0
KWIL,Kwality Wall's (India) Limited,Consumer Defensive,85055209472.0
LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,1440023552.0
LAHOTIOV,Lahoti Overseas Limited,,
LAL,Lorenzini Apparels Limited,Consumer Cyclical,1511444736.0
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,281056968704.0
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,1216773632.0
LANCORHOL,Lancor Holdings Limited,Real Estate,1846119040.0
LANDMARK,Landmark Cars Limited,Consumer Cyclical,18740068352.0
LANDSMILL,Landsmill Green Limited,Industrials,1199090816.0
LAOPALA,La Opala RG Limited,Consumer Cyclical,21123299328.0
LASA,Lasa Supergenerics Limited,Healthcare,364236000.0
LATENTVIEW,Latent View Analytics Limited,Industrials,61746413568.0
LATTEYS,Latteys Industries Limited,Industrials,1302280448.0
LAURUSLABS,Laurus Labs Limited,Healthcare,797570498560.0
LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,252585168.0
LAXMIDENTL,Laxmi Dental Limited,Healthcare,12420895744.0
LAXMIINDIA,Laxmi India Finance Limited,Financial Services,5566764544.0
LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,660817280.0
LEMERITE,Le Merite Exports Limited,Consumer Cyclical,3554771200.0
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,95180079104.0
LENSKART,Lenskart Solutions Limited,Healthcare,900262330368.0
LEXUS,Lexus Granito (India) Limited,Industrials,318205824.0
LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,441960032.0
LGBBROSLTD,LG Balakrishnan & Bros Limited,Consumer Cyclical,49730412544.0
LGEINDIA,LG Electronics India Limited,Technology,1097371353088.0
LGHL,Laxmi Goldorna House Limited,Consumer Cyclical,11463683072.0
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,310339136.0
LIBERTSHOE,Liberty Shoes Limited,Consumer Cyclical,4464650752.0
LICHSGFIN,LIC Housing Finance Limited,Financial Services,300691947520.0
LICI,Life Insurance Corporation Of India,Financial Services,5619127943168.0
LIKHITHA,Likhitha Infrastructure Limited,Energy,10223432704.0
LINC,Linc Limited,Industrials,6750910464.0
LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,12576666624.0
LINDEINDIA,Linde India Limited,Basic Materials,628672626688.0
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Industrials,126336229376.0
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,117880340480.0
LLOYDSME,Lloyds Metals And Energy Limited,Basic Materials,1002587815936.0
LMW,LMW Limited,Industrials,177188241408.0
LODHA,Lodha Developers Limited,Real Estate,936482963456.0
LOKESHMACH,Lokesh Machines Limited,Industrials,6323011072.0
LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,3878013184.0
LOTUSDEV,Sri Lotus Developers and Realty Limited,Industrials,71529603072.0
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,2681478912.0
LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,1102599936.0
LOYALTEX,Loyal Textile Mills Limited,Consumer Cyclical,1001820800.0
LPDC,Landmark Property Development Company Limited,Real Estate,898759168.0
LT,Larsen & Toubro Limited,Industrials,5809034493952.0
LTF,L&T Finance Limited,Financial Services,729478135808.0
LTFOODS,LT Foods Limited,Consumer Defensive,134300073984.0
LTM,LTM Limited,Technology,1112767201280.0
LTTS,L&T Technology Services Limited,Technology,354990358528.0
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,48631574528.0
LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,110906212352.0
LUPIN,Lupin Limited,Healthcare,1087298994176.0
LUXIND,Lux Industries Limited,Consumer Cyclical,37165588480.0
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,45592985600.0
LYKALABS,Lyka Labs Limited,Healthcare,2490198784.0
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,145650960.0
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,3674572587008.0
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,407831511040.0
MAANALU,Maan Aluminium Limited,Basic Materials,7730249216.0
MACPOWER,Macpower CNC Machines Limited,Industrials,11780399104.0
MADHAV,Madhav Marbles and Granites Limited,Industrials,339985984.0
MADHAVIPL,Madhav Infra Projects Limited,,
MADHUCON,Madhucon Projects Limited,Industrials,466384064.0
MADRASFERT,Madras Fertilizers Limited,Basic Materials,11533241344.0
MAFATIND,Mafatlal Industries Limited,,10372834304.0
MAGADSUGAR,Magadh Sugar & Energy Limited,Consumer Defensive,6523720192.0
MAGNUM,Magnum Ventures Limited,Basic Materials,1368226432.0
MAHABANK,Bank of Maharashtra,Financial Services,681471770624.0
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Financial Services,1369732224.0
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,14025938944.0
MAHEPC,Mahindra EPC Irrigation Limited,Industrials,3373655808.0
MAHESHWARI,Maheshwari Logistics Limited,Industrials,2063220736.0
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,76526034944.0
MAHLOG,Mahindra Logistics Limited,Industrials,36985180160.0
MAHSCOOTER,Maharashtra Scooters Limited,Financial Services,146205671424.0
